time,vehicles,speed,traffic
16:17:41,6,SLOW,MEDIUM
16:17:41,7,SLOW,MEDIUM
16:17:41,6,SLOW,MEDIUM
16:17:41,7,SLOW,MEDIUM
16:17:41,6,SLOW,MEDIUM
16:17:41,5,SLOW,MEDIUM
16:17:41,5,SLOW,MEDIUM
16:17:41,6,SLOW,MEDIUM
16:17:41,6,FAST,MEDIUM
16:17:42,5,SLOW,MEDIUM
16:17:42,4,SLOW,LOW
16:17:42,5,SLOW,MEDIUM
16:17:42,5,SLOW,MEDIUM
16:17:42,5,FAST,MEDIUM
16:17:42,6,SLOW,MEDIUM
16:17:42,5,SLOW,MEDIUM
16:17:42,5,SLOW,MEDIUM
16:17:42,5,SLOW,MEDIUM
16:17:43,5,SLOW,MEDIUM
16:17:43,6,SLOW,MEDIUM
16:17:43,5,SLOW,MEDIUM
16:17:43,6,SLOW,MEDIUM
16:17:43,7,SLOW,MEDIUM
16:17:43,7,FAST,MEDIUM
16:17:43,8,SLOW,MEDIUM
16:17:43,7,SLOW,MEDIUM
16:17:44,6,SLOW,MEDIUM
16:17:44,6,FAST,MEDIUM
16:17:44,7,SLOW,MEDIUM
16:17:44,7,FAST,MEDIUM
16:17:44,5,SLOW,MEDIUM
16:17:44,7,SLOW,MEDIUM
16:17:44,8,SLOW,MEDIUM
16:17:44,7,SLOW,MEDIUM
16:17:44,7,FAST,MEDIUM
16:17:45,6,SLOW,MEDIUM
16:17:45,8,SLOW,MEDIUM
16:17:45,7,SLOW,MEDIUM
16:17:45,8,SLOW,MEDIUM
16:17:45,9,SLOW,MEDIUM
16:17:45,6,SLOW,MEDIUM
16:17:45,6,SLOW,MEDIUM
16:17:45,6,SLOW,MEDIUM
16:17:46,7,SLOW,MEDIUM
16:17:46,6,SLOW,MEDIUM
16:17:46,7,SLOW,MEDIUM
16:17:46,6,SLOW,MEDIUM
16:17:46,6,SLOW,MEDIUM
16:17:46,6,SLOW,MEDIUM
16:17:46,6,SLOW,MEDIUM
16:17:46,7,SLOW,MEDIUM
16:17:46,6,SLOW,MEDIUM
16:17:47,6,SLOW,MEDIUM
16:17:47,6,SLOW,MEDIUM
16:17:47,6,SLOW,MEDIUM
16:17:47,6,MEDIUM,MEDIUM
16:17:47,6,SLOW,MEDIUM
16:17:47,6,SLOW,MEDIUM
16:17:47,5,SLOW,MEDIUM
16:17:47,7,SLOW,MEDIUM
16:17:48,6,SLOW,MEDIUM
16:17:48,6,SLOW,MEDIUM
16:17:48,6,SLOW,MEDIUM
16:17:48,6,SLOW,MEDIUM
16:17:48,6,SLOW,MEDIUM
16:17:48,6,SLOW,MEDIUM
16:17:48,6,SLOW,MEDIUM
16:17:48,6,SLOW,MEDIUM
16:17:48,8,SLOW,MEDIUM
16:17:49,8,SLOW,MEDIUM
16:17:49,7,SLOW,MEDIUM
16:17:49,7,SLOW,MEDIUM
16:17:49,7,SLOW,MEDIUM
16:17:49,7,SLOW,MEDIUM
16:17:49,7,SLOW,MEDIUM
16:17:49,8,SLOW,MEDIUM
16:17:49,7,SLOW,MEDIUM
16:17:50,8,SLOW,MEDIUM
16:17:50,8,SLOW,MEDIUM
16:17:50,7,SLOW,MEDIUM
16:17:50,7,SLOW,MEDIUM
16:17:50,7,SLOW,MEDIUM
16:17:50,7,SLOW,MEDIUM
16:17:50,7,SLOW,MEDIUM
16:17:50,7,SLOW,MEDIUM
16:17:50,7,SLOW,MEDIUM
16:17:51,7,SLOW,MEDIUM
16:17:51,7,SLOW,MEDIUM
16:17:51,6,SLOW,MEDIUM
16:17:51,7,SLOW,MEDIUM
16:17:51,7,SLOW,MEDIUM
16:17:51,7,SLOW,MEDIUM
16:17:51,7,SLOW,MEDIUM
16:17:51,6,SLOW,MEDIUM
16:17:52,7,SLOW,MEDIUM
16:17:52,7,SLOW,MEDIUM
16:17:52,6,SLOW,MEDIUM
16:17:52,7,SLOW,MEDIUM
16:17:52,7,SLOW,MEDIUM
16:17:52,7,SLOW,MEDIUM
16:17:52,7,SLOW,MEDIUM
16:17:52,7,FAST,MEDIUM
16:17:53,7,SLOW,MEDIUM
16:17:53,8,SLOW,MEDIUM
16:17:53,8,SLOW,MEDIUM
16:17:53,8,SLOW,MEDIUM
16:17:53,9,SLOW,MEDIUM
16:17:53,8,SLOW,MEDIUM
16:17:53,7,SLOW,MEDIUM
16:17:53,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:54,6,SLOW,MEDIUM
16:17:55,6,SLOW,MEDIUM
16:17:55,6,SLOW,MEDIUM
16:17:55,6,SLOW,MEDIUM
16:17:55,7,SLOW,MEDIUM
16:17:55,6,SLOW,MEDIUM
16:17:55,6,SLOW,MEDIUM
16:17:55,6,SLOW,MEDIUM
16:17:55,6,SLOW,MEDIUM
16:17:56,6,SLOW,MEDIUM
16:17:56,6,SLOW,MEDIUM
16:17:56,7,SLOW,MEDIUM
16:17:56,8,SLOW,MEDIUM
16:17:56,6,SLOW,MEDIUM
16:17:56,6,SLOW,MEDIUM
16:17:56,6,SLOW,MEDIUM
16:17:56,6,SLOW,MEDIUM
16:17:57,7,SLOW,MEDIUM
16:17:57,6,SLOW,MEDIUM
16:17:57,7,SLOW,MEDIUM
16:17:57,6,SLOW,MEDIUM
16:17:57,7,SLOW,MEDIUM
16:17:57,7,SLOW,MEDIUM
16:17:57,8,SLOW,MEDIUM
16:17:57,7,SLOW,MEDIUM
16:17:58,8,SLOW,MEDIUM
16:17:58,7,SLOW,MEDIUM
16:17:58,8,SLOW,MEDIUM
16:17:58,7,SLOW,MEDIUM
16:17:58,6,SLOW,MEDIUM
16:17:58,5,SLOW,MEDIUM
16:17:58,7,SLOW,MEDIUM
16:17:58,7,FAST,MEDIUM
16:17:58,6,SLOW,MEDIUM
16:17:59,7,SLOW,MEDIUM
16:17:59,7,FAST,MEDIUM
16:17:59,6,SLOW,MEDIUM
16:17:59,6,FAST,MEDIUM
16:17:59,6,MEDIUM,MEDIUM
16:17:59,6,MEDIUM,MEDIUM
16:17:59,6,MEDIUM,MEDIUM
16:17:59,6,MEDIUM,MEDIUM
16:18:00,6,SLOW,MEDIUM
16:18:00,6,SLOW,MEDIUM
16:18:00,6,MEDIUM,MEDIUM
16:18:00,6,SLOW,MEDIUM
16:18:00,7,SLOW,MEDIUM
16:18:00,7,SLOW,MEDIUM
16:18:00,7,SLOW,MEDIUM
16:18:00,6,SLOW,MEDIUM
16:18:01,6,SLOW,MEDIUM
16:18:01,8,SLOW,MEDIUM
16:18:01,7,SLOW,MEDIUM
16:18:01,7,SLOW,MEDIUM
16:18:01,5,SLOW,MEDIUM
16:18:01,6,SLOW,MEDIUM
16:18:01,6,SLOW,MEDIUM
16:18:01,6,SLOW,MEDIUM
16:18:01,6,SLOW,MEDIUM
16:18:02,6,SLOW,MEDIUM
16:18:02,7,SLOW,MEDIUM
16:18:02,6,SLOW,MEDIUM
16:18:02,6,SLOW,MEDIUM
16:18:02,6,SLOW,MEDIUM
16:18:02,6,SLOW,MEDIUM
16:18:02,6,SLOW,MEDIUM
16:18:02,6,SLOW,MEDIUM
16:18:02,6,SLOW,MEDIUM
16:18:03,6,SLOW,MEDIUM
16:18:03,6,SLOW,MEDIUM
16:18:03,6,SLOW,MEDIUM
16:18:03,6,SLOW,MEDIUM
16:18:03,6,SLOW,MEDIUM
16:18:03,6,SLOW,MEDIUM
16:18:03,6,SLOW,MEDIUM
16:18:03,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:04,6,SLOW,MEDIUM
16:18:05,6,SLOW,MEDIUM
16:18:05,6,SLOW,MEDIUM
16:18:05,6,SLOW,MEDIUM
16:18:05,6,SLOW,MEDIUM
16:18:05,6,SLOW,MEDIUM
16:18:05,7,SLOW,MEDIUM
16:18:05,7,FAST,MEDIUM
16:18:05,7,SLOW,MEDIUM
16:18:05,7,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:06,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:07,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:08,6,SLOW,MEDIUM
16:18:09,6,SLOW,MEDIUM
16:18:09,6,SLOW,MEDIUM
16:18:09,7,SLOW,MEDIUM
16:18:09,7,SLOW,MEDIUM
16:18:09,7,SLOW,MEDIUM
16:18:09,7,SLOW,MEDIUM
16:18:09,7,SLOW,MEDIUM
16:18:09,7,SLOW,MEDIUM
16:18:09,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:10,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:11,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:12,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:13,7,SLOW,MEDIUM
16:18:14,7,SLOW,MEDIUM
16:18:14,7,SLOW,MEDIUM
16:18:14,7,SLOW,MEDIUM
16:18:14,7,SLOW,MEDIUM
16:18:14,7,SLOW,MEDIUM
16:18:14,7,SLOW,MEDIUM
16:18:14,9,SLOW,MEDIUM
16:18:14,9,SLOW,MEDIUM
16:18:14,10,SLOW,MEDIUM
16:18:15,9,SLOW,MEDIUM
16:18:15,8,SLOW,MEDIUM
16:18:15,8,SLOW,MEDIUM
16:18:15,8,SLOW,MEDIUM
16:18:15,8,SLOW,MEDIUM
16:18:15,8,SLOW,MEDIUM
16:18:15,8,SLOW,MEDIUM
16:18:15,8,FAST,MEDIUM
16:18:16,8,SLOW,MEDIUM
16:18:16,8,SLOW,MEDIUM
16:18:16,7,SLOW,MEDIUM
16:18:16,7,SLOW,MEDIUM
16:18:16,7,SLOW,MEDIUM
16:18:16,8,SLOW,MEDIUM
16:18:16,8,SLOW,MEDIUM
16:18:16,8,FAST,MEDIUM
16:18:16,8,SLOW,MEDIUM
16:18:17,9,SLOW,MEDIUM
16:18:17,8,SLOW,MEDIUM
16:18:17,7,SLOW,MEDIUM
16:18:17,7,SLOW,MEDIUM
16:18:17,8,SLOW,MEDIUM
16:18:17,7,SLOW,MEDIUM
16:18:17,7,SLOW,MEDIUM
time,vehicles,speed,traffic
16:20:53,6,SLOW,MEDIUM
16:20:53,6,SLOW,MEDIUM
16:20:53,6,SLOW,MEDIUM
16:20:53,6,SLOW,MEDIUM
16:20:53,6,SLOW,MEDIUM
16:20:53,6,SLOW,MEDIUM
16:20:53,6,SLOW,MEDIUM
16:20:53,5,SLOW,MEDIUM
16:20:53,4,SLOW,LOW
16:20:54,5,SLOW,MEDIUM
16:20:54,3,SLOW,LOW
16:20:54,4,SLOW,LOW
16:20:54,5,SLOW,MEDIUM
16:20:54,4,SLOW,LOW
16:20:54,4,SLOW,LOW
16:20:54,4,SLOW,LOW
16:20:54,4,SLOW,LOW
16:20:54,4,SLOW,LOW
16:20:55,4,SLOW,LOW
16:20:55,4,SLOW,LOW
16:20:55,5,SLOW,MEDIUM
16:20:55,4,SLOW,LOW
16:20:55,4,SLOW,LOW
16:20:55,4,SLOW,LOW
16:20:55,4,SLOW,LOW
16:20:56,4,SLOW,LOW
16:20:56,4,SLOW,LOW
16:20:56,4,SLOW,LOW
16:20:56,4,SLOW,LOW
16:20:56,4,SLOW,LOW
16:20:56,5,SLOW,MEDIUM
16:20:56,6,SLOW,MEDIUM
16:20:56,4,SLOW,LOW
16:20:57,4,SLOW,LOW
16:20:57,5,SLOW,MEDIUM
16:20:57,5,SLOW,MEDIUM
16:20:57,5,SLOW,MEDIUM
16:20:57,6,SLOW,MEDIUM
16:20:57,6,SLOW,MEDIUM
16:20:58,6,SLOW,MEDIUM
16:20:58,4,SLOW,LOW
16:20:58,4,SLOW,LOW
16:20:58,4,SLOW,LOW
16:20:58,5,SLOW,MEDIUM
16:20:58,5,SLOW,MEDIUM
16:20:58,4,SLOW,LOW
16:20:58,4,FAST,LOW
16:20:59,5,SLOW,MEDIUM
16:20:59,4,SLOW,LOW
16:20:59,4,FAST,LOW
16:20:59,4,FAST,LOW
16:20:59,4,SLOW,LOW
16:20:59,4,SLOW,LOW
16:20:59,5,SLOW,MEDIUM
16:20:59,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:00,5,SLOW,MEDIUM
16:21:01,5,SLOW,MEDIUM
16:21:01,5,SLOW,MEDIUM
16:21:01,5,SLOW,MEDIUM
16:21:01,4,SLOW,LOW
16:21:01,4,SLOW,LOW
16:21:01,4,SLOW,LOW
16:21:01,4,SLOW,LOW
16:21:01,4,SLOW,LOW
16:21:01,4,SLOW,LOW
16:21:02,4,SLOW,LOW
16:21:02,4,SLOW,LOW
16:21:02,4,SLOW,LOW
16:21:02,4,SLOW,LOW
16:21:02,4,SLOW,LOW
16:21:02,4,SLOW,LOW
16:21:02,4,SLOW,LOW
16:21:02,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:03,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:04,4,SLOW,LOW
16:21:05,4,SLOW,LOW
16:21:05,4,SLOW,LOW
16:21:05,5,SLOW,MEDIUM
16:21:05,5,SLOW,MEDIUM
16:21:05,5,SLOW,MEDIUM
16:21:05,5,SLOW,MEDIUM
16:21:05,4,SLOW,LOW
16:21:05,4,SLOW,LOW
16:21:05,4,SLOW,LOW
16:21:06,4,SLOW,LOW
16:21:06,4,SLOW,LOW
16:21:06,5,SLOW,MEDIUM
16:21:06,4,SLOW,LOW
16:21:06,4,SLOW,LOW
16:21:06,4,SLOW,LOW
16:21:06,4,SLOW,LOW
16:21:06,4,SLOW,LOW
16:21:06,4,SLOW,LOW
16:21:07,4,SLOW,LOW
16:21:07,4,SLOW,LOW
16:21:07,4,SLOW,LOW
16:21:07,4,SLOW,LOW
16:21:07,4,SLOW,LOW
16:21:07,3,SLOW,LOW
16:21:07,3,SLOW,LOW
16:21:07,4,SLOW,LOW
16:21:08,3,SLOW,LOW
16:21:08,4,SLOW,LOW
16:21:08,4,SLOW,LOW
16:21:08,4,SLOW,LOW
16:21:08,4,SLOW,LOW
16:21:08,3,SLOW,LOW
16:21:08,4,SLOW,LOW
16:21:08,3,SLOW,LOW
16:21:08,3,SLOW,LOW
16:21:09,4,SLOW,LOW
16:21:09,4,SLOW,LOW
16:21:09,4,SLOW,LOW
16:21:09,4,SLOW,LOW
16:21:09,5,SLOW,MEDIUM
16:21:09,5,SLOW,MEDIUM
16:21:09,4,SLOW,LOW
16:21:09,4,SLOW,LOW
16:21:09,4,SLOW,LOW
16:21:10,4,SLOW,LOW
16:21:10,4,SLOW,LOW
16:21:10,4,SLOW,LOW
16:21:10,5,SLOW,MEDIUM
16:21:10,4,SLOW,LOW
16:21:10,4,SLOW,LOW
16:21:10,4,SLOW,LOW
16:21:10,4,SLOW,LOW
16:21:10,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:11,4,SLOW,LOW
16:21:12,4,SLOW,LOW
16:21:12,5,SLOW,MEDIUM
16:21:12,5,SLOW,MEDIUM
16:21:12,5,MEDIUM,MEDIUM
16:21:12,5,MEDIUM,MEDIUM
16:21:12,4,SLOW,LOW
16:21:12,6,SLOW,MEDIUM
16:21:12,5,SLOW,MEDIUM
16:21:12,5,SLOW,MEDIUM
16:21:13,4,SLOW,LOW
16:21:13,4,SLOW,LOW
16:21:13,5,SLOW,MEDIUM
16:21:13,5,SLOW,MEDIUM
16:21:13,5,SLOW,MEDIUM
16:21:13,5,SLOW,MEDIUM
16:21:13,5,SLOW,MEDIUM
16:21:13,5,SLOW,MEDIUM
16:21:13,5,SLOW,MEDIUM
16:21:14,5,SLOW,MEDIUM
16:21:14,6,SLOW,MEDIUM
16:21:14,6,SLOW,MEDIUM
16:21:14,5,SLOW,MEDIUM
16:21:14,5,SLOW,MEDIUM
16:21:14,5,SLOW,MEDIUM
16:21:14,5,SLOW,MEDIUM
16:21:14,5,SLOW,MEDIUM
16:21:14,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:15,5,SLOW,MEDIUM
16:21:16,5,SLOW,MEDIUM
16:21:16,5,SLOW,MEDIUM
16:21:16,5,SLOW,MEDIUM
16:21:16,5,SLOW,MEDIUM
16:21:16,5,SLOW,MEDIUM
16:21:16,5,SLOW,MEDIUM
16:21:16,5,SLOW,MEDIUM
16:21:16,5,SLOW,MEDIUM
16:21:17,5,SLOW,MEDIUM
16:21:17,5,SLOW,MEDIUM
16:21:17,5,SLOW,MEDIUM
16:21:17,5,SLOW,MEDIUM
16:21:17,5,SLOW,MEDIUM
16:21:17,5,SLOW,MEDIUM
16:21:17,5,SLOW,MEDIUM
16:21:17,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:18,5,SLOW,MEDIUM
16:21:19,5,SLOW,MEDIUM
16:21:19,6,SLOW,MEDIUM
16:21:19,6,SLOW,MEDIUM
16:21:19,6,SLOW,MEDIUM
16:21:19,6,SLOW,MEDIUM
16:21:19,6,SLOW,MEDIUM
16:21:19,6,SLOW,MEDIUM
16:21:19,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:20,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:21,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:22,6,SLOW,MEDIUM
16:21:23,6,SLOW,MEDIUM
16:21:23,6,SLOW,MEDIUM
16:21:23,7,SLOW,MEDIUM
16:21:23,5,SLOW,MEDIUM
16:21:23,5,SLOW,MEDIUM
16:21:23,5,SLOW,MEDIUM
16:21:23,6,SLOW,MEDIUM
16:21:23,7,SLOW,MEDIUM
16:21:23,7,FAST,MEDIUM
16:21:24,7,FAST,MEDIUM
16:21:24,7,SLOW,MEDIUM
16:21:24,7,SLOW,MEDIUM
16:21:24,7,SLOW,MEDIUM
16:21:24,5,SLOW,MEDIUM
16:21:24,5,SLOW,MEDIUM
16:21:24,6,SLOW,MEDIUM
16:21:24,7,SLOW,MEDIUM
16:21:24,7,SLOW,MEDIUM
16:21:25,6,SLOW,MEDIUM
16:21:25,6,SLOW,MEDIUM
16:21:25,7,SLOW,MEDIUM
16:21:25,7,SLOW,MEDIUM
16:21:25,5,SLOW,MEDIUM
16:21:25,7,SLOW,MEDIUM
16:21:25,7,SLOW,MEDIUM
16:21:25,8,SLOW,MEDIUM
16:21:25,7,SLOW,MEDIUM
16:21:26,8,SLOW,MEDIUM
16:21:26,8,SLOW,MEDIUM
16:21:26,8,SLOW,MEDIUM
16:21:26,8,FAST,MEDIUM
16:21:26,7,SLOW,MEDIUM
16:21:26,6,SLOW,MEDIUM
16:21:26,7,SLOW,MEDIUM
16:21:26,7,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:27,6,SLOW,MEDIUM
16:21:28,5,SLOW,MEDIUM
16:21:28,5,SLOW,MEDIUM
16:21:28,5,SLOW,MEDIUM
16:21:28,4,SLOW,LOW
16:21:28,6,SLOW,MEDIUM
16:21:28,5,SLOW,MEDIUM
16:21:28,3,SLOW,LOW
16:21:28,4,SLOW,LOW
16:21:28,4,SLOW,LOW
16:21:29,4,SLOW,LOW
16:21:29,5,SLOW,MEDIUM
16:21:29,5,SLOW,MEDIUM
16:21:29,5,SLOW,MEDIUM
16:21:29,5,SLOW,MEDIUM
16:21:29,5,SLOW,MEDIUM
16:21:29,5,SLOW,MEDIUM
16:21:29,5,SLOW,MEDIUM
16:21:29,5,SLOW,MEDIUM
16:21:30,4,SLOW,LOW
16:21:30,4,SLOW,LOW
16:21:30,4,SLOW,LOW
16:21:30,4,SLOW,LOW
16:21:30,4,SLOW,LOW
16:21:30,6,SLOW,MEDIUM
16:21:30,6,SLOW,MEDIUM
16:21:30,6,SLOW,MEDIUM
16:21:30,6,SLOW,MEDIUM
16:21:31,6,SLOW,MEDIUM
16:21:31,6,SLOW,MEDIUM
16:21:31,6,SLOW,MEDIUM
16:21:31,6,SLOW,MEDIUM
16:21:31,6,SLOW,MEDIUM
16:21:31,6,SLOW,MEDIUM
16:21:31,7,SLOW,MEDIUM
16:21:31,6,SLOW,MEDIUM
16:21:31,6,SLOW,MEDIUM
16:21:32,6,SLOW,MEDIUM
16:21:32,6,SLOW,MEDIUM
16:21:32,7,SLOW,MEDIUM
16:21:32,6,SLOW,MEDIUM
16:21:32,5,SLOW,MEDIUM
16:21:32,5,SLOW,MEDIUM
16:21:32,5,SLOW,MEDIUM
16:21:32,5,SLOW,MEDIUM
16:21:32,5,SLOW,MEDIUM
16:21:33,5,SLOW,MEDIUM
16:21:33,5,SLOW,MEDIUM
16:21:33,5,SLOW,MEDIUM
16:21:33,5,SLOW,MEDIUM
16:21:33,5,SLOW,MEDIUM
16:21:33,5,SLOW,MEDIUM
16:21:33,5,SLOW,MEDIUM
16:21:33,6,SLOW,MEDIUM
16:21:33,5,SLOW,MEDIUM
16:21:34,5,SLOW,MEDIUM
16:21:34,5,SLOW,MEDIUM
16:21:34,5,MEDIUM,MEDIUM
16:21:34,5,MEDIUM,MEDIUM
16:21:34,5,MEDIUM,MEDIUM
16:21:34,5,MEDIUM,MEDIUM
16:21:34,5,MEDIUM,MEDIUM
16:21:34,4,SLOW,LOW
16:21:35,5,SLOW,MEDIUM
16:21:35,5,MEDIUM,MEDIUM
16:21:35,5,MEDIUM,MEDIUM
16:21:35,5,MEDIUM,MEDIUM
16:21:35,6,SLOW,MEDIUM
16:21:35,6,MEDIUM,MEDIUM
16:21:35,5,SLOW,MEDIUM
16:21:35,5,MEDIUM,MEDIUM
16:21:35,5,MEDIUM,MEDIUM
16:21:36,5,FAST,MEDIUM
16:21:36,6,SLOW,MEDIUM
16:21:36,5,SLOW,MEDIUM
16:21:36,5,FAST,MEDIUM
16:21:36,6,SLOW,MEDIUM
16:21:36,6,FAST,MEDIUM
16:21:36,7,SLOW,MEDIUM
16:21:36,7,FAST,MEDIUM
16:21:36,5,SLOW,MEDIUM
16:21:37,7,SLOW,MEDIUM
16:21:37,7,FAST,MEDIUM
16:21:37,8,SLOW,MEDIUM
16:21:37,8,MEDIUM,MEDIUM
16:21:37,8,MEDIUM,MEDIUM
16:21:37,8,MEDIUM,MEDIUM
16:21:37,8,MEDIUM,MEDIUM
16:21:37,8,MEDIUM,MEDIUM
16:21:38,8,MEDIUM,MEDIUM
16:21:38,7,SLOW,MEDIUM
16:21:38,8,SLOW,MEDIUM
16:21:38,7,SLOW,MEDIUM
16:21:38,6,SLOW,MEDIUM
16:21:38,4,SLOW,LOW
16:21:38,7,SLOW,MEDIUM
16:21:38,6,SLOW,MEDIUM
16:21:39,5,SLOW,MEDIUM
16:21:39,3,SLOW,LOW
